Capacity [A.h],Voltage [V]
-2.51096195712736e-08,0.91391116
0.0188278927321769,0.67270309
0.0376495286127321,0.59047961
0.056471222760702,0.52617145
0.0752929733452643,0.48201334
0.0941146350217553,0.4382754
0.112936319689709,0.41069567
0.131757943898842,0.37965891
0.150579584360087,0.35654846
0.169401204124217,0.33907241
0.188222796249276,0.31966725
0.207044380169237,0.30908611
0.225866009503915,0.2972635
0.244687554190159,0.28971919
0.263509296275143,0.27944365
0.282331027965493,0.27203301
0.30115271058999,0.27119264
0.319974341157787,0.25757468
0.338795969751821,0.25522542
0.357617616470511,0.2440522
0.376439252844555,0.24346012
0.395260908024964,0.23205769
0.414082526128029,0.23037693
0.432904101433593,0.22075076
0.451725721397486,0.21777123
0.47054750440904,0.21805774
0.489369139724499,0.21263346
0.508190760894239,0.21173579
0.527012381801593,0.2112774
0.545834030464528,0.21158299
0.564655618314025,0.2109336
0.58347716436194,0.21013142
0.602298829649258,0.20911914
0.621120526728665,0.20904274
0.639942226876059,0.20824057
0.658763824515808,0.20839337
0.677585476646542,0.2066171
0.696407031698505,0.20604412
0.715228656998586,0.20541383
0.734050384443223,0.20379038
0.752872062995757,0.20214781
0.771693774787666,0.20006597
0.790515346318512,0.19815601
0.80933700783603,0.1947372
0.828158680806446,0.19309463
0.846980290647858,0.18914104
0.865801884143922,0.18635249
0.88462356757798,0.18396506
0.903445158432214,0.18176861
0.922266740646325,0.1781206
0.941088435618145,0.17579046
0.959910101434256,0.17302102
0.978731772697966,0.17111106
0.997553353754474,0.16799784
1.01637491527663,0.16463633
1.03519648859469,0.16276456
1.0540181111681,0.16005243
1.07283977482294,0.15854357
1.0916614503928,0.15638532
1.11048301916177,0.15384509
1.12930461539137,0.15130484
1.14812621151473,0.14926119
1.16694786665232,0.14780962
1.18576950589172,0.14616707
1.20459113290177,0.14437172
1.22341270533423,0.1408001
1.24223435286085,0.13925304
1.26105601144796,0.13613981
1.27987763205884,0.13489833
1.29869918415549,0.13306479
1.31752080600131,0.13302658
1.33634238116063,0.13212891
1.3551640668991,0.13178511
1.37398567041926,0.13050544
1.39280731511747,0.13079195
1.41162890099129,0.12911119
1.43045046009578,0.12893929
1.44927205751573,0.12785061
1.46809367102509,0.12769781
1.48691527962037,0.12689564
1.50573690839682,0.12626535
1.52455855002454,0.12613165
1.54338018512419,0.12582606
1.56220172746421,0.12567326
1.58102332490299,0.12624624
1.59984496964629,0.12504297
1.61866656726939,0.1244318
1.6374881584471,0.12552047
1.65630974623883,0.12561597
1.675131348261,0.12450819
1.69395290644091,0.12473739
1.71277454484006,0.12462279
1.73159617362928,0.12395431
1.75041772248571,0.1246419
1.76923927043659,0.12510028
1.78806078322097,0.12298024
1.80688240787377,0.1245655
1.82570408261056,0.1245273
1.84452572642467,0.12450819
1.86334729305568,0.12454639
1.88216880646617,0.12414531
1.90099037275455,0.1243745
1.91981195248494,0.12328582
1.93863351716264,0.1242026
1.95745505210293,0.1243363
1.97627666316734,0.12347682
1.99509825038351,0.12338132
2.01391988150017,0.12399251
2.0327413794164,0.12324762
2.05156293128767,0.12294204
2.07038459327853,0.12349592
2.08920617654631,0.12265554
2.108027693336,0.12278924
2.12684919196382,0.12341952
2.14567075447014,0.12313303
2.16449234295161,0.12259825
2.18331391027373,0.12278924
2.20213545904552,0.12244545
2.22095696227582,0.12236905
2.23977847506867,0.12231175
2.25859994017781,0.12275104
2.27742144073875,0.12263644
2.29624298088544,0.12236905
2.31506455075526,0.12158597
2.3338861550351,0.12198706
2.35270776694659,0.12154777
2.37152942180131,0.12118488
2.39035098924515,0.12076469
2.40917257594397,0.12053549
2.42799415577799,0.12051639
2.44681577426185,0.11921763
2.46563734368022,0.12105118
2.48445893825588,0.12045909
2.50328057157044,0.11923672
2.52210221271901,0.1200389
2.54092382742923,0.11856824
2.55974542394708,0.11860644
2.57856698521604,0.11885473
2.59738859179224,0.11786155
2.61621019116045,0.11671559
2.6350317778833,0.1160662
2.65385341216388,0.11583701
2.67267508873942,0.116028
2.69149669256247,0.11291478
2.71031826261531,0.11346866
2.72913988786859,0.1119789
2.74796146483804,0.10924766
2.76678308672367,0.10630634
2.78560467964182,0.10294482
2.80442627749121,0.099774294
2.82324790517956,0.099201307
2.842069450044,0.094732016
2.86089105029405,0.092955761
2.87971260644057,0.089957133
2.89853413169378,0.088906661
2.91735569591154,0.088658363
2.93617724170897,0.086557418
2.95499887996388,0.08747419
2.97382040498392,0.086633816
2.99264195318859,0.087684289
3.01146358087406,0.087053999
3.03028515098006,0.087092198
3.04910679246657,0.087283194
3.06792839128813,0.087168597
3.08675003235585,0.087512389
3.10557166984966,0.08789438
3.12439331949934,0.087359592
3.14321501723791,0.086958505
3.16203669337041,0.087856181
3.18085832058703,0.087512389
3.19967998509807,0.087913483
3.21850158359685,0.086996704
3.2373232242616,0.087455094
3.25614480811996,0.087416895
3.27496644076225,0.086920306
3.29378799028409,0.087053999
3.31260955798816,0.08760789
3.33143115241099,0.087321393
3.35025280353852,0.087703384
3.36907434516522,0.086920306
3.38789593365095,0.087053999
3.40671754612805,0.087206796
3.42553914747227,0.0871877
3.44436074450003,0.087206796
3.46318237485824,0.08648102
3.48200392722802,0.087913483
3.50082546727324,0.087760687
3.51964695484977,0.08747419
3.53846845068708,0.087817982
3.55728999574464,0.087225899
3.57611158827572,0.088123575
3.59493318221624,0.087455094
3.61375473507847,0.087340496
3.63257630371327,0.0870158
3.65139784703637,0.087703384
3.6702194165897,0.087130398
3.68904098459092,0.087034903
3.70786259948816,0.087340496
3.72668419779444,0.088085376
3.74550575702297,0.088085376
3.76432728954508,0.085774332
3.78314888421348,0.086156324
3.80197053532828,0.087397791
3.82079209780667,0.086251825
3.83961370946957,0.086175427
3.85843519766927,0.086576514
3.87725671189581,0.086557418
3.89607819221942,0.086347319
3.91489973856126,0.085717037
3.93372120644997,0.085812531
3.95254270242799,0.086423717
3.97136425429343,0.087626986
3.99018580186649,0.086939402
4.00900737832065,0.087225899
4.02782893105022,0.087340496
4.04665038657869,0.086748414
4.06547197097832,0.086576514
4.08429350594824,0.084819354
4.10311503065565,0.086882107
4.12193658103378,0.086099029
4.14075814686889,0.085315943
4.159579727612,0.087053999
4.17840124575206,0.0871877
4.19722274696416,0.087111302
4.21604419630521,0.086843908
4.2348657268991,0.08602263
4.25368724606793,0.086614713
4.27250874138738,0.087034903
4.29133021816967,0.085621536
4.31015180372651,0.085545138
4.32897326998776,0.086270921
4.3477947812593,0.086423717
4.36661629225339,0.086633816
4.38543780270355,0.085640639
4.4042593755859,0.08588893
4.42308092459116,0.086404622
4.44190239291651,0.085927129
4.46072400326658,0.086137228
4.47954547499628,0.086137228
4.49836702285123,0.085640639
4.51718860795494,0.084742956
4.53601013339019,0.083272293
4.55483166467114,0.0870158
4.57365318456077,0.085201345
4.59247473600258,0.084666558
4.61129626525895,0.083978981
4.63011782215435,0.083864383
4.64893939209649,0.083654284
4.6677609598546,0.085239545
4.68658249437372,0.08514405
4.70540401100621,0.08430367
4.72422551654836,0.084494665
4.74304701948066,0.083329596
4.76186854452232,0.084055379
4.78069003599693,0.083100401
4.79951152147822,0.081534237
4.81833306007496,0.081801631
4.83715457762138,0.081075847
4.85597605578081,0.080483764
4.87479750669966,0.078115419
4.89361903100236,0.078230016
4.91244057475515,0.07719864
